id,rl_eight_params_F,rlddm_eight_params_F,rlddm_eight_params_all_affect_drift_F,rlddm_nine_params_F
BP181,-56.3602923949072,-111.610326678028,-34.5067976611399,-26.9085255462487
BP185,-92.4549725498728,-210.319920986359,-84.7548725150767,-77.6825919281519
BP189,-112.974685923091,-158.198481042839,-108.910390695323,-107.081386814844
BP222,-70.0963396238326,-115.517326239916,-21.8372446483361,-23.7012539378368
BP305,-88.3197289321086,-202.372917535136,-87.5813728335409,-83.9615662274465
BP318,-75.2582638641754,-201.385296830639,-84.4068701473111,-66.8134185622186
BP539,-67.8190155800952,-126.926701220746,-35.1770904391809,-30.4676680871673
BP694,-18.0390784057729,-62.9620154819029,107.752030442393,162.564641450563
BP708,-50.1820882027702,-167.611426984277,-32.6268457824575,-19.4858050216822
BP770,-90.1008537702284,-39.7909115963275,-30.1611537798031,-3.74868532086045
BP801,-70.9595015127975,-270.312507927727,-91.9057032024186,-58.5766492618043
BP814,-115.852920146532,-157.613640422952,-97.4830734434538,-100.995957244593
BP835,-107.468555653657,-173.834370168916,-97.368582847988,-98.7989730361554
BP993,-89.8224291088428,-216.641321823739,-82.0274706054244,-69.3296410576574
BQ080,-50.5144105177369,-66.2496435953864,35.6471157454892,42.9496824185815
BQ106,-94.5401662049548,-212.734058974277,-99.5023915068872,-90.0211873600239
BQ206,-61.4710771430132,-70.2890459271924,15.4571100735639,13.7023507796952
BQ211,-60.1093996915508,-124.362789213912,-7.40289568119811,-8.38834886692876
BQ274,-93.9127455954734,-207.33266748183,-89.4085512896592,-86.8100001837359
BQ567,-100.146418743636,-158.61388253476,-99.2128005955715,-99.1860963157723
BQ682,-84.1555500531452,-87.7040735543659,-8.23493326288234,-7.13384434155439
BQ730,-118.895982816011,-190.393883373741,-121.746617822795,-122.5121596502
BQ852,-69.7320593671184,-151.802757558296,-62.8618399782544,-54.9979881195743
BQ949,-68.8788537884288,-167.345300474107,-65.7722749227707,-48.6424470379619
BR064,-37.2937718403062,-91.2587617642907,-14.5707537169134,-1.29273526413023
BR185,-69.0099065565509,-116.135694533575,-44.8343027788785,-40.6809566564113
BR198,-108.065566072669,-202.671689094181,-108.771907053857,-106.64699768866
BR230,-69.7090967099282,-202.095530799876,-66.6862089386195,-52.8324424746179
BR511,-62.1188276131734,-141.864279193054,-57.0550871231677,-45.7893065283191
BR518,-54.2061756945274,-141.122059508392,-41.4457592897593,-26.1074386235477
BR567,-115.476421248091,-226.28240943409,-123.393275213255,-117.96785386197
BR582,-111.580129048955,-179.277695872594,-105.248895372824,-107.25146395515
BR715,-52.4533618693642,-88.0157345071468,-49.980694310777,-46.3914599246449
BR717,-74.0205946389147,-201.13651811957,-59.3456833275274,-46.0767715775575
BR780,-92.8106800811633,-247.449468213111,-98.6265697485647,-85.7003202575236
BR809,-39.3439738818707,-90.8615186883496,-20.4757302230163,-14.8529149230708
BR832,-91.4172185088237,-175.991541583916,-93.6521723523724,-89.6589924409018
BR910,-112.523127126383,-173.363493124848,-111.606138483296,-112.250228337656
BR911,-76.6898742214345,-122.734217036158,-41.7725608226297,-41.8112244065772
BS092,-70.4769539413934,-151.324544039101,-65.8831451502869,-61.6218737481868
BS162,-89.6777341823217,-288.142644132464,-107.293189614988,-80.6490319863178
BS198,-100.263579658816,-200.834901327055,-100.489434916014,-94.5570266783699
BS266,-42.4128261087977,-63.2225682987575,17.842858201162,28.0287666367051
BS286,-108.473188912361,-242.257719796158,-116.196467253487,-103.231605595111
BS326,-97.1570240909939,-203.2946369256,-88.8272786789512,-89.3639762652671
BS445,-50.602858451662,-147.786372669761,-49.3362792359257,-33.1308575211982
BS548,-67.8868194163975,-176.268237830752,-62.0340526732677,-55.2365988666943
BS615,-84.010598968626,-208.514742806357,-76.6923585531775,-63.8252348005349
BS634,-93.9804764027932,-126.579638825398,-53.9551588629012,-54.3632634787575
BS675,-86.9422475235417,-169.566112429172,-79.1828307095189,-78.4589201335416
BS676,-55.1508256218049,-139.987227781054,-51.578000263022,-42.76075714875
BS693,-50.0811236364625,-95.7334280045602,-28.7834554490667,-21.2537749208319
BS796,-95.005567352562,-229.2525643928,-84.8487216188179,-77.457120000268
BS992,-74.1143646792154,-201.050272718209,-77.7150425293923,-61.53519232396
BT265,-112.317652366219,-159.374532779401,-105.394059054311,-104.968899408634
BT288,-64.3827908667064,-144.302801092438,-60.6311828838448,-55.41191470895
BT327,-65.2985790481494,-134.109273745771,-43.1414010980041,-36.5464549719292
BT330,-77.9172146028997,-107.227206463701,-53.0023195648783,-50.0971419371069
BT475,-59.4379422300064,-104.475320755778,-31.2809145368983,-24.517337163302
BT499,-95.5066469005973,-101.229312919945,-60.171049115631,-53.2443641981258
BT558,-109.438872728023,-106.813074159695,-86.9349216938431,-79.2433134956471
BT583,-79.6110554291584,-190.943408988003,-59.5100652868658,-59.7217101532371
BT638,-103.793936798133,-105.15486468401,-86.4205037442465,-78.2329329910979
BT779,-68.1663015715841,-218.994454913702,-54.7232941002609,-33.1714291672481
BT792,-92.9734705115814,-179.598921320249,-89.6582115989104,-89.2400393833745
BT800,-106.060324575361,-204.691635338265,-100.602075056129,-98.2138566464726
BU313,-69.1904118763081,-130.505947284564,-47.7433276876198,-37.2206641668045
BU392,-27.7741640108299,-27.9527932394579,129.219925158283,156.456679792474
BU445,-86.7800945790334,-205.18359237007,-83.5679451365104,-70.6635012806649
BU562,-51.9749945857679,-183.391868710081,-44.6819591316489,-18.2590881379175
BU819,-46.5166008538605,-124.844016501829,-42.4003164402618,-34.0192594818333
BV027,-97.5638743522747,-264.080597198449,-96.9720318130173,-76.7605159479045
BV076,-115.034681597159,-159.940767319855,-109.526241344758,-109.708896028914
BV318,-99.6933727198236,-263.403989575002,-105.378586815287,-84.493954112421
XX124,-72.6249145235039,-186.469415639013,-77.6865444872254,-65.6557683785396
XX614,-42.3783869906885,-193.630539504632,-70.8858159433045,-54.8492548194213
an312,-96.8803867083322,-140.331516597765,-93.9478990062631,-92.3580014873515
an382,-68.8412969276784,-177.696136397552,-44.001812332833,-40.423998559024
aw856,-78.8000742290312,-125.776192070171,-73.673119049813,-65.1642507465792
az689,-98.971628485125,-194.443452364334,-87.794950635543,-78.6213507430846
az790,-96.5128744271202,-146.04087048872,-59.5304760691209,-58.667924334611
bb477,-84.5940894004609,-133.020067053941,-64.6553629373998,-58.617174749259
bb478,-96.2647275126681,-219.579211669923,-80.5496869353278,-72.2245301871559
bb821,-120.864134603588,-197.297435786499,-116.797597284476,-118.008947705488
bc196,-119.236731953581,-173.481619756408,-117.005349936575,-116.306762065517
bc378,-61.9964798978432,-174.45506234556,-33.0032222054457,-18.9002725188661
bc472,-94.4411476039126,-49.5816072045668,-37.6403699894756,-3.73996090849163
bd464,-116.567360578201,-217.391903940451,-120.240111127191,-115.018550870819
be286,-57.297597772894,-55.0121975321535,-13.7009542080865,-12.5941003675579
be387,-106.978262320699,-254.752025312962,-122.724998063054,-108.923109859585
bi128,-56.4168226684454,-103.397392905651,-13.6326512638529,-8.37459995049566
bi365,-101.182310207916,-105.031530135169,-67.6171911922276,-66.0375230847812
bi380,-91.106738370625,-137.407448660198,-68.5037947118859,-71.2430851824443
